0,1,2,3,4,5
0.14263538924899058,0.14108583315437728,0.18399156160796729,0.272995897367774,0.06312322644260503,0.19616809217828585
0.1233571868785744,0.19409347276477698,0.2601810077271665,0.2378826400629792,0.06125718993065282,0.12322850263585007
0.13662597801435258,0.24373904881197794,0.2089809876619036,0.1398718960080309,0.10031664878737064,0.1704654407163642
0.2616371463436795,0.2440405317096995,0.1863115352667252,0.12505439958237996,0.08938801011030792,0.09356837698720796
0.132026687135667,0.26871474663215,0.2188019273920648,0.16055670108743608,0.10604698447327064,0.11385295327941145
0.14835659831879075,0.20045514781459,0.2332838363500533,0.2025615858110301,0.03992113088508107,0.17542170082045475
0.17332429943075892,0.17970007120608444,0.17387004428212155,0.24115190778229575,0.06816841221932664,0.1637852650794126
0.18459098376396446,0.2091219286284056,0.2348975580069635,0.16524032549795287,0.10597090159804974,0.10017830250466377
0.2096478837588599,0.2843330760092919,0.17447341235258373,0.15755442187296256,0.08017099183446258,0.09382021417183936
0.16451036689135504,0.1231090372440056,0.1720674578060405,0.3061905796866102,0.05902442164133932,0.17509813673064945
0.13236635585328746,0.1507488479559342,0.17531965276937744,0.272956210546007,0.09106815764701184,0.17754077522838194
0.11905852573008327,0.19094165801458465,0.17052728621490704,0.2259339478158615,0.09054133964831176,0.20299724257625198
0.18847546957043104,0.2357044044520353,0.16428476963451372,0.15703887888318155,0.10088099673224894,0.15361548072758935
0.127632644684913,0.16851416639992234,0.19992565077750651,0.19966603037103575,0.0749241270211958,0.2293373807454265
0.16947611073575136,0.32219189707221274,0.1516276738934305,0.14551868106100674,0.08206139562631147,0.1291242416112872
0.1137362885522801,0.11110852079677087,0.25060791110034275,0.24460111477572916,0.034200396164813095,0.2457457686100641
0.15478338118183216,0.22347528699510305,0.2041243903451773,0.16243200484581755,0.13626845959208694,0.11891647703998312
0.13105915159168585,0.1186679578539554,0.30394944170794946,0.2362044661928925,0.041741825965803385,0.16837715668771344
0.1488897233025169,0.2052685209187128,0.19907063841266284,0.18137546534294727,0.09714194437660603,0.16825370764655426
0.1399389209988926,0.15419782823095693,0.21150860064765706,0.29871784276004704,0.044361862757455364,0.15127494460499105
0.17722875065515795,0.2296386780516847,0.1712392552929539,0.14634393336153334,0.11531553117446115,0.16023385146420893
0.16240076275677193,0.17419454827119954,0.16155470984792888,0.22163340119260594,0.08980607872654639,0.1904104992049472
0.1558051667486855,0.16495086271442902,0.16015252050861326,0.20802550661920072,0.08241000340700914,0.2286559400020623
0.1025283310101021,0.16448582315188226,0.1961267245079267,0.3097854459667899,0.060176806896302414,0.16689686846699656
0.22570640383782406,0.232903729281538,0.18511390897680546,0.14866242121212114,0.10858726714021892,0.0990262695514926
0.0998780621181714,0.14328728820405726,0.14119307348421445,0.2579330548066071,0.061833920668270224,0.2958746007186796
0.14946855285571542,0.2441551501788268,0.18483717384831808,0.16970341134689246,0.10592196236204483,0.1459137494082025
0.27637407046221496,0.2148178657242041,0.2032837406518425,0.12950520722526027,0.0898929801691703,0.08612613576730789
0.20139223534702186,0.2956503767140763,0.21353237190836807,0.10828677146484476,0.11391896585138095,0.0672192787143079
0.10184846316486823,0.11499528233392993,0.2696359794433401,0.317602961648884,0.03307541657239936,0.16284189683657838
0.10198505270375964,0.2290002225523067,0.12485913769910086,0.18283786660087928,0.08203678766894089,0.27928093277501265
0.19320437590451564,0.2235682828164844,0.15671186228241288,0.17228568947953632,0.12809742525357493,0.12613236426347602
0.1458464844671417,0.3168042146118517,0.15137711671734064,0.1438393126409229,0.12485441486241408,0.11727845670032913
0.151991929201755,0.13237619819979976,0.2509867132625252,0.21478890888511645,0.0575536148796459,0.19230263557115768
0.11107532366664312,0.1536235467841166,0.14027285454716454,0.3702157160516635,0.04794943723065128,0.17686312171976087
0.14484069432664254,0.1947377999311916,0.2561009277625659,0.16394833868174052,0.12353257133985357,0.11683966795800585
0.1894847947545293,0.25051529106720194,0.1993771088322336,0.1340282202864569,0.09232802094140337,0.13426656411817495
0.23648006665992874,0.20219876867803505,0.21164591530130328,0.13477075538521407,0.11643770614738208,0.0984667878281366
0.1845746065969328,0.2607293701379642,0.2321128472432406,0.13519936747030645,0.09644216731628166,0.09094164123527436
0.1752184012567388,0.09988538387579902,0.3191852449798425,0.24830302298680626,0.02838192235130038,0.1290260245495131
0.18113541734449232,0.2941688950536403,0.1753593064924098,0.13450822758238132,0.08324694471578936,0.13158120881128704
0.23340659716350576,0.2028709735826395,0.16917524955789967,0.12668224374093168,0.16064471850870918,0.10722021744631413
0.16469822583073854,0.1875837888486706,0.20717898406341206,0.17259241477861892,0.09308637254706903,0.17486021393149073
0.15980220067145215,0.2358844681086662,0.1921537256423845,0.1717689497978863,0.0975513207934751,0.14283933498613582
0.15586615431243686,0.19718388135319184,0.2221090965758703,0.15020129375724256,0.08879701934677472,0.18584255465448368
0.16446086908986962,0.1701255233219764,0.3010399305853899,0.19688133058525176,0.04686467655257865,0.12062766986493365
0.20223503087676567,0.23379847738950316,0.18833022313535386,0.10921314010393923,0.14027372398359894,0.12614940451083928
0.12661965793015856,0.16730411434108192,0.2661291538896249,0.2353383249031308,0.05197949276778425,0.15262925616821973
